order_id,event,lat,lon,time,trip_dist_m,trip_dur_s
0,driver_arrival,58.3862594,26.7194464,4.0,2206.4,269.0
0,rider_pickup_presence,58.3862594,26.7194464,80.73,2206.4,269.0
0,trip_completion,58.3729901,26.6913068,273.0,2206.4,269.0
0,rider_dropoff_presence,58.3729901,26.6913068,276.0,2206.4,269.0
1,driver_arrival,58.378385,26.7013441,11.0,3560.9,839.0
1,rider_pickup_presence,58.378385,26.7013441,44.0,3560.9,839.0
1,trip_completion,58.3782653,26.7624225,850.0,3560.9,839.0
1,rider_dropoff_presence,58.3782653,26.7624225,876.79,3560.9,839.0
10,driver_arrival,58.3821398,26.7161951,119.0,1492.9,470.0
10,rider_pickup_presence,58.3821398,26.7161951,207.38,1492.9,470.0
10,trip_completion,58.3712836,26.7312606,589.0,1492.9,470.0
10,rider_dropoff_presence,58.3712836,26.7312606,670.2,1492.9,470.0
100,driver_arrival,58.3893468,26.7042633,1365.0,1063.2,247.0
100,rider_pickup_presence,58.3893468,26.7042633,1472.06,1063.2,247.0
100,trip_completion,58.3831384,26.7181365,1612.0,1063.2,247.0
100,rider_dropoff_presence,58.3831384,26.7181365,1622.43,1063.2,247.0
101,driver_arrival,58.3726242,26.7598331,1366.0,3682.5,650.0
101,rider_pickup_presence,58.3726242,26.7598331,1416.63,3682.5,650.0
101,trip_completion,58.3846532,26.7009815,2016.0,3682.5,650.0
101,rider_dropoff_presence,58.3846532,26.7009815,2019.58,3682.5,650.0
102,driver_arrival,58.3859232,26.7149271,1367.0,597.3,114.0
102,rider_pickup_presence,58.3859232,26.7149271,1393.24,597.3,114.0
102,trip_completion,58.3875264,26.7051468,1481.0,597.3,114.0
102,rider_dropoff_presence,58.3875264,26.7051468,1541.64,597.3,114.0
103,driver_arrival,58.3779382,26.7288694,1369.0,1887.8,315.0
103,rider_pickup_presence,58.3779382,26.7288694,1372.18,1887.8,315.0
103,trip_completion,58.3802013,26.7609624,1684.0,1887.8,315.0
103,rider_dropoff_presence,58.3802013,26.7609624,1707.86,1887.8,315.0
104,driver_arrival,58.3635735,26.7346713,1379.0,2076.1,375.0
104,rider_pickup_presence,58.3635735,26.7346713,1456.99,2076.1,375.0
104,trip_completion,58.3726713,26.7657582,1754.0,2076.1,375.0
104,rider_dropoff_presence,58.3726713,26.7657582,1819.39,2076.1,375.0
105,driver_arrival,58.361672,26.7138494,1423.0,3096.5,423.0
105,rider_pickup_presence,58.361672,26.7138494,1449.45,3096.5,423.0
105,trip_completion,58.3877787,26.6953686,1846.0,3096.5,423.0
105,rider_dropoff_presence,58.3877787,26.6953686,1916.71,3096.5,423.0
106,driver_arrival,58.3613807,26.7380303,1426.0,445.4,103.0
106,rider_pickup_presence,58.3613807,26.7380303,1523.13,445.4,103.0
106,trip_completion,58.3611439,26.7304076,1529.0,445.4,103.0
106,rider_dropoff_presence,58.3611439,26.7304076,1529.78,445.4,103.0
107,driver_arrival,58.3830776,26.7485898,1426.0,618.2,92.0
107,rider_pickup_presence,58.3830776,26.7485898,1522.7,618.2,92.0
107,trip_completion,58.3837869,26.7380704,1518.0,618.2,92.0
107,rider_dropoff_presence,58.3837869,26.7380704,1601.78,618.2,92.0
108,driver_arrival,58.3879964,26.7330965,1452.0,2263.4,485.0
108,rider_pickup_presence,58.3879964,26.7330965,1492.83,2263.4,485.0
108,trip_completion,58.370841,26.7121998,1937.0,2263.4,485.0
108,rider_dropoff_presence,58.370841,26.7121998,1955.66,2263.4,485.0
109,driver_arrival,58.3779259,26.7109961,1469.0,451.7,82.0
109,rider_pickup_presence,58.3779259,26.7109961,1583.87,451.7,82.0
109,trip_completion,58.3752576,26.705154,1551.0,451.7,82.0
109,rider_dropoff_presence,58.3752576,26.705154,1591.39,451.7,82.0
11,driver_arrival,58.3741285,26.7360254,120.0,2194.0,376.0
11,rider_pickup_presence,58.3741285,26.7360254,131.13,2194.0,376.0
11,trip_completion,58.379324,26.772328,496.0,2194.0,376.0
11,rider_dropoff_presence,58.379324,26.772328,507.61,2194.0,376.0
110,driver_arrival,58.3763289,26.7616101,1486.0,1065.3,203.0
110,rider_pickup_presence,58.3763289,26.7616101,1587.7,1065.3,203.0
