order_id,event,lat,lon,time,trip_dist_m,trip_dur_s
0,driver_arrival,58.3856555,26.6805325,63.0,2950.4,367.0
0,rider_pickup_presence,58.3856555,26.6805325,139.73,2950.4,367.0
0,trip_completion,58.3609797,26.6991334,430.0,2950.4,367.0
0,rider_dropoff_presence,58.3609797,26.6991334,433.0,2950.4,367.0
1,driver_arrival,58.3802814,26.7631395,89.0,1099.5,213.0
1,rider_pickup_presence,58.3802814,26.7631395,122.0,1099.5,213.0
1,trip_completion,58.3819389,26.744545,302.0,1099.5,213.0
1,rider_dropoff_presence,58.3819389,26.744545,328.79,1099.5,213.0
10,driver_arrival,58.3614074,26.7307034,581.0,2951.7,545.0
10,rider_pickup_presence,58.3614074,26.7307034,669.38,2951.7,545.0
10,trip_completion,58.3678904,26.6816265,1126.0,2951.7,545.0
10,rider_dropoff_presence,58.3678904,26.6816265,1207.2,2951.7,545.0
11,driver_arrival,58.379784,26.7426975,649.0,1986.4,256.0
11,rider_pickup_presence,58.379784,26.7426975,756.06,1986.4,256.0
11,trip_completion,58.3634504,26.7289013,905.0,1986.4,256.0
11,rider_dropoff_presence,58.3634504,26.7289013,915.43,1986.4,256.0
12,driver_arrival,58.3759788,26.7169789,940.0,751.3,131.0
12,rider_pickup_presence,58.3759788,26.7169789,990.63,751.3,131.0
12,trip_completion,58.3827311,26.717419,1071.0,751.3,131.0
12,rider_dropoff_presence,58.3827311,26.717419,1074.58,751.3,131.0
13,driver_arrival,58.3782768,26.6955409,969.0,2594.2,449.0
13,rider_pickup_presence,58.3782768,26.6955409,995.24,2594.2,449.0
13,trip_completion,58.3645611,26.7315285,1418.0,2594.2,449.0
13,rider_dropoff_presence,58.3645611,26.7315285,1478.64,2594.2,449.0
14,driver_arrival,58.372864,26.7586157,1072.0,2978.2,408.0
14,rider_pickup_presence,58.372864,26.7586157,1075.18,2978.2,408.0
14,trip_completion,58.3878734,26.7163053,1480.0,2978.2,408.0
14,rider_dropoff_presence,58.3878734,26.7163053,1503.86,2978.2,408.0
15,driver_arrival,58.379784,26.7426975,1135.0,724.0,311.0
15,rider_pickup_presence,58.379784,26.7426975,1212.99,724.0,311.0
15,trip_completion,58.3742144,26.736267,1446.0,724.0,311.0
15,rider_dropoff_presence,58.3742144,26.736267,1511.39,724.0,311.0
16,driver_arrival,58.3777613,26.7012714,1149.0,4148.6,795.0
16,rider_pickup_presence,58.3777613,26.7012714,1175.45,4148.6,795.0
16,trip_completion,58.3793168,26.7723694,1944.0,4148.6,795.0
16,rider_dropoff_presence,58.3793168,26.7723694,2014.71,4148.6,795.0
17,driver_arrival,58.367483,26.7185897,1270.0,2912.4,642.0
17,rider_pickup_presence,58.367483,26.7185897,1367.13,2912.4,642.0
17,trip_completion,58.3678217,26.768525,1912.0,2912.4,642.0
17,rider_dropoff_presence,58.3678217,26.768525,1912.78,2912.4,642.0
18,driver_arrival,58.3773478,26.7475587,1328.0,1209.5,210.0
18,rider_pickup_presence,58.3773478,26.7475587,1424.7,1209.5,210.0
18,trip_completion,58.3824498,26.7292352,1538.0,1209.5,210.0
18,rider_dropoff_presence,58.3824498,26.7292352,1621.78,1209.5,210.0
19,driver_arrival,58.3697235,26.777674,1339.0,2880.5,420.0
19,rider_pickup_presence,58.3697235,26.777674,1379.83,2880.5,420.0
19,trip_completion,58.3715772,26.7284034,1759.0,2880.5,420.0
19,rider_dropoff_presence,58.3715772,26.7284034,1777.66,2880.5,420.0
2,driver_arrival,58.3850606,26.7127845,265.0,3203.5,522.0
2,rider_pickup_presence,58.3850606,26.7127845,379.87,3203.5,522.0
2,trip_completion,58.3683284,26.7575144,787.0,3203.5,522.0
2,rider_dropoff_presence,58.3683284,26.7575144,827.39,3203.5,522.0
20,driver_arrival,58.3634352,26.6884476,1554.0,3097.6,601.0
20,rider_pickup_presence,58.3634352,26.6884476,1565.13,3097.6,601.0
20,trip_completion,58.3784043,26.7332466,2155.0,3097.6,601.0
20,rider_dropoff_presence,58.3784043,26.7332466,2166.61,3097.6,601.0
21,driver_arrival,58.3704537,26.7015226,1670.0,662.4,215.0
21,rider_pickup_presence,58.3704537,26.7015226,1771.7,662.4,215.0
