order_id,event,lat,lon,time,trip_dist_m,trip_dur_s
0,driver_arrival,58.3711493,26.7655325,7.0,2623.1,424.0
0,rider_pickup_presence,58.3711493,26.7655325,83.73,2623.1,424.0
0,trip_completion,58.375338,26.7212616,431.0,2623.1,424.0
0,rider_dropoff_presence,58.375338,26.7212616,434.0,2623.1,424.0
1,driver_arrival,58.3894487,26.7100626,8.0,2843.1,409.0
1,rider_pickup_presence,58.3894487,26.7100626,41.0,2843.1,409.0
1,trip_completion,58.3736865,26.748464,417.0,2843.1,409.0
1,rider_dropoff_presence,58.3736865,26.748464,443.79,2843.1,409.0
10,driver_arrival,58.3642639,26.697956,35.0,708.7,111.0
10,rider_pickup_presence,58.3642639,26.697956,123.38,708.7,111.0
10,trip_completion,58.370604,26.6991948,146.0,708.7,111.0
10,rider_dropoff_presence,58.370604,26.6991948,227.2,708.7,111.0
100,driver_arrival,58.3891721,26.709614,361.0,3755.9,921.0
100,rider_pickup_presence,58.3891721,26.709614,468.06,3755.9,921.0
100,trip_completion,58.3736149,26.7668015,1282.0,3755.9,921.0
100,rider_dropoff_presence,58.3736149,26.7668015,1292.43,3755.9,921.0
1000,driver_arrival,58.3750613,26.7057678,2965.0,1639.7,287.0
1000,rider_pickup_presence,58.3750613,26.7057678,3015.63,1639.7,287.0
1000,trip_completion,58.3895274,26.7112263,3252.0,1639.7,287.0
1000,rider_dropoff_presence,58.3895274,26.7112263,3255.58,1639.7,287.0
1001,driver_arrival,58.3877442,26.7103023,2966.0,592.5,230.0
1001,rider_pickup_presence,58.3877442,26.7103023,2992.24,592.5,230.0
1001,trip_completion,58.3832737,26.7047701,3196.0,592.5,230.0
1001,rider_dropoff_presence,58.3832737,26.7047701,3256.64,592.5,230.0
1002,driver_arrival,58.3896225,26.7110103,2967.0,490.2,75.0
1002,rider_pickup_presence,58.3896225,26.7110103,2970.18,490.2,75.0
1002,trip_completion,58.3857799,26.7151345,3042.0,490.2,75.0
1002,rider_dropoff_presence,58.3857799,26.7151345,3065.86,490.2,75.0
1003,driver_arrival,58.3763371,26.7453402,2982.0,930.3,210.0
1003,rider_pickup_presence,58.3763371,26.7453402,3059.99,930.3,210.0
1003,trip_completion,58.3765243,26.7293882,3192.0,930.3,210.0
1003,rider_dropoff_presence,58.3765243,26.7293882,3257.39,930.3,210.0
1004,driver_arrival,58.3748156,26.7189659,2986.0,2081.8,275.0
1004,rider_pickup_presence,58.3748156,26.7189659,3012.45,2081.8,275.0
1004,trip_completion,58.3782693,26.6838717,3261.0,2081.8,275.0
1004,rider_dropoff_presence,58.3782693,26.6838717,3331.71,2081.8,275.0
1005,driver_arrival,58.3720539,26.6870813,2987.0,2643.9,762.0
1005,rider_pickup_presence,58.3720539,26.6870813,3084.13,2643.9,762.0
1005,trip_completion,58.3741575,26.7322469,3749.0,2643.9,762.0
1005,rider_dropoff_presence,58.3741575,26.7322469,3749.78,2643.9,762.0
1006,driver_arrival,58.3683308,26.7134785,2990.0,2344.0,481.0
1006,rider_pickup_presence,58.3683308,26.7134785,3086.7,2344.0,481.0
1006,trip_completion,58.3841624,26.740024,3471.0,2344.0,481.0
1006,rider_dropoff_presence,58.3841624,26.740024,3554.78,2344.0,481.0
1007,driver_arrival,58.3755914,26.7616828,3000.0,2629.0,442.0
1007,rider_pickup_presence,58.3755914,26.7616828,3040.83,2629.0,442.0
1007,trip_completion,58.3859449,26.7211399,3442.0,2629.0,442.0
1007,rider_dropoff_presence,58.3859449,26.7211399,3460.66,2629.0,442.0
1008,driver_arrival,58.3856956,26.7005394,3000.0,1923.0,235.0
1008,rider_pickup_presence,58.3856956,26.7005394,3114.87,1923.0,235.0
1008,trip_completion,58.3842999,26.7334225,3235.0,1923.0,235.0
1008,rider_dropoff_presence,58.3842999,26.7334225,3275.39,1923.0,235.0
1009,driver_arrival,58.3714536,26.6971989,3015.0,2195.0,294.0
1009,rider_pickup_presence,58.3714536,26.6971989,3026.13,2195.0,294.0
1009,trip_completion,58.3623785,26.7306241,3309.0,2195.0,294.0
1009,rider_dropoff_presence,58.3623785,26.7306241,3320.61,2195.0,294.0
101,driver_arrival,58.3769162,26.7483603,367.0,4261.6,770.0
101,rider_pickup_presence,58.3769162,26.7483603,468.7,4261.6,770.0
101,trip_completion,58.362558,26.6806024,1137.0,4261.6,770.0
101,rider_dropoff_presence,58.362558,26.6806024,1209.45,4261.6,770.0
1010,driver_arrival,58.3764848,26.7551104,3017.0,3158.4,609.0
1010,rider_pickup_presence,58.3764848,26.7551104,3113.86,3158.4,609.0
1010,trip_completion,58.364142,26.7063296,3626.0,3158.4,609.0
1010,rider_dropoff_presence,58.364142,26.7063296,3713.57,3158.4,609.0
1011,driver_arrival,58.3815252,26.7094173,3019.0,224.4,133.0
1011,rider_pickup_presence,58.3815252,26.7094173,3083.35,224.4,133.0
1011,trip_completion,58.3828576,26.7065262,3152.0,224.4,133.0
1011,rider_dropoff_presence,58.3828576,26.7065262,3268.77,224.4,133.0
1012,driver_arrival,58.3757918,26.7538673,3021.0,4123.9,747.0
1012,rider_pickup_presence,58.3757918,26.7538673,3066.42,4123.9,747.0
1012,trip_completion,58.3664162,26.6854431,3768.0,4123.9,747.0
1012,rider_dropoff_presence,58.3664162,26.6854431,3834.24,4123.9,747.0
1013,driver_arrival,58.3665438,26.7734419,3024.0,4079.5,1071.0
1013,rider_pickup_presence,58.3665438,26.7734419,3123.53,4079.5,1071.0
1013,trip_completion,58.3860589,26.7141918,4095.0,4079.5,1071.0
1013,rider_dropoff_presence,58.3860589,26.7141918,4169.22,4079.5,1071.0
1014,driver_arrival,58.3675755,26.7066553,3028.0,1692.6,273.0
1014,rider_pickup_presence,58.3675755,26.7066553,3131.4,1692.6,273.0
1014,trip_completion,58.3768675,26.6836639,3301.0,1692.6,273.0
1014,rider_dropoff_presence,58.3768675,26.6836639,3370.28,1692.6,273.0
1015,driver_arrival,58.3778038,26.6836203,3029.0,4172.6,868.0
1015,rider_pickup_presence,58.3778038,26.6836203,3113.55,4172.6,868.0
1015,trip_completion,58.3766701,26.7551564,3897.0,4172.6,868.0
1015,rider_dropoff_presence,58.3766701,26.7551564,3902.5,4172.6,868.0
1016,driver_arrival,58.3817079,26.717499,3035.0,1686.8,248.0
1016,rider_pickup_presence,58.3817079,26.717499,3062.35,1686.8,248.0
1016,trip_completion,58.3893236,26.6924704,3283.0,1686.8,248.0
1016,rider_dropoff_presence,58.3893236,26.6924704,3317.73,1686.8,248.0
1017,driver_arrival,58.3785561,26.7063522,3035.0,4135.6,454.0
1017,rider_pickup_presence,58.3785561,26.7063522,3044.58,4135.6,454.0
1017,trip_completion,58.3773469,26.7772507,3489.0,4135.6,454.0
1017,rider_dropoff_presence,58.3773469,26.7772507,3516.93,4135.6,454.0
1018,driver_arrival,58.3670343,26.771735,3037.0,4605.4,775.0
1018,rider_pickup_presence,58.3670343,26.771735,3049.12,4605.4,775.0
1018,trip_completion,58.3831896,26.6990054,3812.0,4605.4,775.0
1018,rider_dropoff_presence,58.3831896,26.6990054,3845.36,4605.4,775.0
1019,driver_arrival,58.3874805,26.6950604,3039.0,3313.3,496.0
1019,rider_pickup_presence,58.3874805,26.6950604,3115.28,3313.3,496.0
1019,trip_completion,58.3766392,26.7480025,3535.0,3313.3,496.0
1019,rider_dropoff_presence,58.3766392,26.7480025,3578.78,3313.3,496.0
102,driver_arrival,58.3665701,26.6950051,367.0,3656.6,978.0
102,rider_pickup_presence,58.3665701,26.6950051,411.42,3656.6,978.0
102,trip_completion,58.3837895,26.748434,1345.0,3656.6,978.0
102,rider_dropoff_presence,58.3837895,26.748434,1370.14,3656.6,978.0
1020,driver_arrival,58.3603346,26.7063574,3047.0,2594.1,866.0
1020,rider_pickup_presence,58.3603346,26.7063574,3079.04,2594.1,866.0
1020,trip_completion,58.3822208,26.7217611,3913.0,2594.1,866.0
1020,rider_dropoff_presence,58.3822208,26.7217611,4025.4,2594.1,866.0
1021,driver_arrival,58.375327,26.6931043,3047.0,4270.1,990.0
1021,rider_pickup_presence,58.375327,26.6931043,3124.76,4270.1,990.0
1021,trip_completion,58.3711533,26.7659037,4037.0,4270.1,990.0
1021,rider_dropoff_presence,58.3711533,26.7659037,4110.1,4270.1,990.0
1022,driver_arrival,58.3675052,26.770755,3055.0,644.8,393.0
1022,rider_pickup_presence,58.3675052,26.770755,3075.54,644.8,393.0
1022,trip_completion,58.3731357,26.7681093,3448.0,644.8,393.0
1022,rider_dropoff_presence,58.3731357,26.7681093,3535.5,644.8,393.0
1023,driver_arrival,58.3663693,26.7085394,3055.0,1422.7,422.0
1023,rider_pickup_presence,58.3663693,26.7085394,3074.61,1422.7,422.0
1023,trip_completion,58.3785718,26.715877,3477.0,1422.7,422.0
1023,rider_dropoff_presence,58.3785718,26.715877,3522.53,1422.7,422.0
1024,driver_arrival,58.3733138,26.7749526,3056.0,438.9,224.0
1024,rider_pickup_presence,58.3733138,26.7749526,3174.74,438.9,224.0
1024,trip_completion,58.3765824,26.770733,3280.0,438.9,224.0
1024,rider_dropoff_presence,58.3765824,26.770733,3356.8,438.9,224.0
1025,driver_arrival,58.360042,26.7410352,3058.0,2877.0,314.0
1025,rider_pickup_presence,58.360042,26.7410352,3124.83,2877.0,314.0
1025,trip_completion,58.382036,26.7670213,3372.0,2877.0,314.0
1025,rider_dropoff_presence,58.382036,26.7670213,3454.15,2877.0,314.0
1026,driver_arrival,58.3682438,26.745299,3058.0,2050.3,384.0
1026,rider_pickup_presence,58.3682438,26.745299,3159.14,2050.3,384.0
1026,trip_completion,58.3775309,26.7756756,3442.0,2050.3,384.0
1026,rider_dropoff_presence,58.3775309,26.7756756,3535.12,2050.3,384.0
1027,driver_arrival,58.3815741,26.6981534,3060.0,1622.5,284.0
