id,lat,lon
W_6489238977,58.36169261646983,26.72640351344595
W_330040898,58.36169698160671,26.696190013369197
W_4522054386,58.3617116509157,26.72459876879494
W_3833080491,58.36172285482883,26.771365743250385
W_330044700,58.3617279824546,26.707380864290855
W_13139172979,58.361735550245065,26.691025402705566
W_6985543982,58.361751320828986,26.691010054247915
W_1287707736,58.361753885833274,26.687845868147154
W_6161780113,58.361756205382825,26.708729424247334
W_963500898,58.361763916577445,26.685960679733615
W_248516305,58.36177198124015,26.704871250870035
W_cluster_6694711493_6694711494_963480142,58.36177413320127,26.687015424918417
W_7004685691,58.36178768833534,26.70103341191879
W_11927874384,58.36179911162206,26.74833101105659
W_1257929925,58.36180347718105,26.690218300214944
W_8145243514,58.361808995971735,26.73165645100049
W_1257929916,58.36180960295912,26.687932367943297
W_6694844278,58.361823220596875,26.736648011381718
W_6161780096,58.36183361610468,26.70503634523827
W_6694844003,58.36184023378786,26.740582838917163
W_7004685690,58.361843348074416,26.701214615427457
W_330044908,58.36187103534813,26.70946098579584
W_6516807776,58.36189358668297,26.701151126264588
W_3099060985,58.36189589821963,26.702993998387985
W_6694844006,58.36189711131898,26.74139405852974
W_564630739,58.3619025009157,26.71754360724774
W_3099060993,58.36190371128013,26.70117906948831
W_8538740237,58.36190598736637,26.691831450504278
W_6694711500,58.36190766618766,26.690182180698926
W_cluster_2324539812_330041829_5200254974,58.36192317486559,26.725145733478566
W_3099060987,58.36193235588003,26.70295199083345
W_cluster_3099060967_3099060997_330045233_330045539_#2more,58.36193353108194,26.70094860536334
